Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
2,0,Groundskeeper,Shadows over Innistrad,208,Near Mint,English,,,,,,,,0
7,0,Guardian of Pilgrims,Eldritch Moon,30,Near Mint,English,,,,,,,,0
1,0,Guiltfeeder,Commander 2016,112,Near Mint,English,,,,,,,,0
1,0,Hanweir Garrison,Eldritch Moon,130,Near Mint,English,,,,,,,,
3,0,Harmless Offering,Eldritch Moon,131,Near Mint,English,,,,,,,,
2,0,Harsh Scrutiny,Kaladesh,85,Near Mint,English,,,,,,,,
2,0,Haunted Cloak,Shadows over Innistrad,257,Near Mint,English,,,,,,,,
4,0,Haunted Dead,Eldritch Moon,92,Near Mint,English,,,,,,,,0
1,0,Hedron Crawler,Oath of the Gatewatch,164,Near Mint,English,,,,,,,,
4,0,Heir of Falkenrath,Shadows over Innistrad,116,Near Mint,English,,,,,,,,
2,0,Herald of the Fair,Kaladesh,18,Near Mint,English,,,,,,,,
1,0,Hidden Herbalists,Aether Revolt,110,Near Mint,English,,,,,,,,
1,0,Hidden Stockpile,Aether Revolt,129,Near Mint,English,,,,,,,,
1,0,Hideous End,Duel Decks: Nissa vs. Ob Nixilis,52,Near Mint,English,,,,,,,,0
5,0,Highspire Artisan,Kaladesh,157,Near Mint,English,,,,,,,,
5,0,Hightide Hermit,Kaladesh,51,Near Mint,English,,,,,,,,
7,0,Hijack,Kaladesh,118,Near Mint,English,,,,,,,,
1,0,Hinterland Drake,Aether Revolt,34,Near Mint,English,,,,,,,,
1,0,Hinterland Logger,Shadows over Innistrad,210,Near Mint,English,,,,,,,,
2,0,Hope Against Hope,Shadows over Innistrad,22,Near Mint,English,,,,,,,,
1,0,Horizon Chimera,Commander 2016,204,Near Mint,English,,,,,,,,0
5,0,Hound of the Farbogs,Shadows over Innistrad,117,Near Mint,English,,,,,,,,
1,0,Howlpack Wolf,Shadows over Innistrad,164,Near Mint,English,,,,,,,,
1,0,Hulking Devil,Shadows over Innistrad,165,Near Mint,English,,,,,,,,
1,0,Human,Extras: Eldritch Moon,7,Near Mint,English,,,,,,,,0
3,0,Human Soldier,Extras: Shadows over Innistrad,2,Near Mint,English,,,,,,,,
2,0,Human Wizard,Extras: Eldritch Moon,2,Near Mint,English,,,,,,,,
2,0,Hunt the Weak,Kaladesh,158,Near Mint,English,,,,,,,,
1,0,Identity Thief,Launch Parties,35,Near Mint,English,,,,,,,,0
2,0,Identity Thief,Eldritch Moon,64,Near Mint,English,,,,,,,,
6,0,Impeccable Timing,Kaladesh,19,Near Mint,English,,,,,,,,
2,0,Impetuous Devils,Eldritch Moon,132,Near Mint,English,,,,,,,,
1,0,Implement of Examination,Aether Revolt,156,Near Mint,English,,,,,,,,
1,0,Implement of Improvement,Aether Revolt,158,Near Mint,English,,,,,,,,
1,0,Implement of Malice,Aether Revolt,159,Near Mint,English,,,,,,,,
1,0,In Garruk's Wake,Commander 2016,113,Near Mint,English,,,,,,,,0
1,0,Incendiary Flow,Eldritch Moon,133,Near Mint,English,foil,,,,,,,0
2,0,Incendiary Sabotage,Kaladesh,119,Near Mint,English,,,,,,,,
4,0,Incorrigible Youths,Shadows over Innistrad,166,Near Mint,English,,,,,,,,0
5,0,Indulgent Aristocrat,Shadows over Innistrad,118,Near Mint,English,,,,,,,,
1,0,Indulgent Tormentor,Duel Decks: Nissa vs. Ob Nixilis,53,Near Mint,English,,,,,,,,0
1,0,Inexorable Blob,Shadows over Innistrad,212,Near Mint,English,,,,,,,,0
8,0,Ingenious Skaab,Eldritch Moon,66,Near Mint,English,,,,,,,,
1,0,Inner Struggle,Shadows over Innistrad,167,Near Mint,English,,,,,,,,
1,0,Innocent Blood,Duel Decks: Nissa vs. Ob Nixilis,54,Near Mint,English,,,,,,,,0
1,0,Inquisitor's Ox,Shadows over Innistrad,24,Near Mint,English,foil,,,,,,,0
3,0,Inquisitor's Ox,Shadows over Innistrad,24,Near Mint,English,,,,,,,,0
5,0,Insatiable Gorgers,Eldritch Moon,134,Near Mint,English,,,,,,,,0
3,0,Insect,Extras: Shadows over Innistrad,7,Near Mint,English,,,,,,,,0
1,0,Insidious Will,Kaladesh,52,Near Mint,English,,,,,,,,
8,0,Insolent Neonate,Shadows over Innistrad,168,Near Mint,English,,,,,,,,
2,0,Inspired Charge,Kaladesh,20,Near Mint,English,,,,,,,,
1,0,Inspiring Captain,Shadows over Innistrad,25,Near Mint,English,,,,,,,,
3,0,Intrepid Provisioner,Shadows over Innistrad,213,Near Mint,English,,,,,,,,
1,0,Invasive Surgery,Shadows over Innistrad,68,Near Mint,English,,,,,,,,
1,0,Inventor's Apprentice,Kaladesh,120,Near Mint,English,,,,,,,,
4,0,Inventor's Goggles,Kaladesh,218,Near Mint,English,,,,,,,,
1,0,Invigorated Rampage,Aether Revolt,86,Near Mint,English,,,,,,,,
1,0,Invocation of Saint Traft,Shadows over Innistrad,246,Near Mint,English,,,,,,,,
2,0,Iron League Steed,Kaladesh,219,Near Mint,English,,,,,,,,
2,0,Ironclad Slayer,Eldritch Moon,31,Near Mint,English,,,,,,,,0
4,0,Ironwright's Cleansing,Eldritch Moon,32,Near Mint,English,,,,,,,,0
1,0,Island,Dragons of Tarkir,253,Near Mint,English,,,,,,,,0
1,0,Island,Magic Origins,258,Near Mint,English,,,,,,,,0
7,0,Island,Shadows over Innistrad,286,Near Mint,English,,,,,,,,
9,0,Island,Shadows over Innistrad,287,Near Mint,English,,,,,,,,0
7,0,Island,Shadows over Innistrad,288,Near Mint,English,,,,,,,,0
6,0,Island,Kaladesh,253,Near Mint,English,,,,,,,,0
9,0,Island,Kaladesh,254,Near Mint,English,,,,,,,,0
4,0,Island,Kaladesh,255,Near Mint,English,,,,,,,,0
9,0,It of the Horrid Swarm,Eldritch Moon,8,Near Mint,English,,,,,,,,
3,0,Jace's Scrutiny,Shadows over Innistrad,70,Near Mint,English,,,,,,,,
2,0,Jaddi Lifestrider,Duel Decks: Nissa vs. Ob Nixilis,12,Near Mint,English,,,,,,,,0
4,0,Janjeet Sentry,Kaladesh,53,Near Mint,English,,,,,,,,
1,0,Jungle Hollow,Commander 2016,303,Near Mint,English,,,,,,,,0
1,0,Just the Wind,Shadows over Innistrad,71,Near Mint,English,,,,,,,,
1,0,"Kari Zev, Skyship Raider",Aether Revolt,87,Near Mint,English,,,,,,,,
3,0,Kessig Dire Swine,Shadows over Innistrad,214,Near Mint,English,,,,,,,,
1,0,Kessig Prowler,Eldritch Moon,163,Near Mint,English,,,,,,,,
1,0,Key to the City,Kaladesh,220,Near Mint,English,,,,,,,,
2,0,Khalni Garden,Duel Decks: Nissa vs. Ob Nixilis,28,Near Mint,English,,,,,,,,0
2,0,Kindly Stranger,Shadows over Innistrad,119,Near Mint,English,,,,,,,,0
4,0,Kujar Seedsculptor,Kaladesh,159,Near Mint,English,,,,,,,,
1,0,"Kydele, Chosen of Kruphix",Commander 2016,35,Near Mint,English,,,,,,,,0
4,0,Laboratory Brute,Eldritch Moon,67,Near Mint,English,,,,,,,,
3,0,Lamplighter of Selhoff,Shadows over Innistrad,72,Near Mint,English,,,,,,,,
3,0,Larger Than Life,Kaladesh,160,Near Mint,English,,,,,,,,
1,0,Lashweed Lurker,Eldritch Moon,9,Near Mint,English,,,,,,,,
1,0,Lathnu Sailback,Aether Revolt,89,Near Mint,English,,,,,,,,
4,0,Lawless Broker,Kaladesh,86,Near Mint,English,,,,,,,,
4,0,Leaf Gilder,Magic Origins,184,Near Mint,English,,,,,,,,
2,0,Leechridden Swamp,Duel Decks: Nissa vs. Ob Nixilis,65,Near Mint,English,,,,,,,,0
1,0,Lifecraft Awakening,Aether Revolt,112,Near Mint,English,,,,,,,,
1,0,Lifecrafter's Bestiary,Aether Revolt,162,Near Mint,English,,,,,,,,
3,0,Lightning Axe,Shadows over Innistrad,170,Near Mint,English,,,,,,,,
1,0,Liliana's Elite,Eldritch Moon,94,Near Mint,English,,,,,,,,
3,0,Liliana's Indignation,Shadows over Innistrad,120,Near Mint,English,,,,,,,,0
2,0,"Liliana, the Last Hope",Eldritch Moon,93,Near Mint,English,,,,,,,,
3,0,Live Fast,Kaladesh,87,Near Mint,English,,,,,,,,
3,0,Loam Dryad,Shadows over Innistrad,216,Near Mint,English,,,,,,,,0
1,0,Lone Rider,Eldritch Moon,33,Near Mint,English,,,,,,,,
2,0,Long Road Home,Eldritch Moon,34,Near Mint,English,,,,,,,,
3,0,Longtusk Cub,Kaladesh,161,Near Mint,English,,,,,,,,
4,0,Lumbering Falls,Battle for Zendikar,239,Near Mint,English,,,,,,,,
1,0,Lunar Force,Eldritch Moon,68,Near Mint,English,,,,,,,,
9,0,Lunarch Mantle,Eldritch Moon,35,Near Mint,English,,,,,,,,
2,0,Macabre Waltz,Shadows over Innistrad,121,Near Mint,English,,,,,,,,0
1,0,Magmatic Chasm,Shadows over Innistrad,172,Near Mint,English,,,,,,,,0
12,0,Make Mischief,Eldritch Moon,135,Near Mint,English,,,,,,,,0
2,0,Malevolent Whispers,Shadows over Innistrad,173,Near Mint,English,,,,,,,,
6,0,Malfunction,Kaladesh,55,Near Mint,English,,,,,,,,
3,0,Markov Crusader,Eldritch Moon,95,Near Mint,English,,,,,,,,0
1,0,Master Trinketeer,Kaladesh,21,Near Mint,English,,,,,,,,
4,0,Matter Reshaper,Oath of the Gatewatch,6,Near Mint,English,,,,,,,,
3,0,Maulfist Doorbuster,Kaladesh,123,Near Mint,English,,,,,,,,
4,0,Maulfist Squad,Kaladesh,91,Near Mint,English,,,,,,,,
3,0,Mausoleum Wanderer,Eldritch Moon,69,Near Mint,English,,,,,,,,
2,0,Merciless Resolve,Shadows over Innistrad,123,Near Mint,English,,,,,,,,0
4,0,Mercurial Geists,Eldritch Moon,186,Near Mint,English,,,,,,,,
1,0,Metallic Rebuke,Aether Revolt,39,Near Mint,English,,,,,,,,
1,0,Metallurgic Summonings,Prerelease Events: Kaladesh,56,Near Mint,English,foil,,,,,,,0
2,0,Metalspinner's Puzzleknot,Kaladesh,221,Near Mint,English,,,,,,,,
2,0,Metalwork Colossus,Kaladesh,222,Near Mint,English,,,,,,,,
3,0,Midnight Scavengers,Eldritch Moon,96,Near Mint,English,,,,,,,,
5,0,Might Beyond Reason,Shadows over Innistrad,217,Near Mint,English,,,,,,,,0
1,0,Militant Inquisitor,Shadows over Innistrad,26,Near Mint,English,,,,,,,,
4,0,Mind Rot,Kaladesh,93,Near Mint,English,,,,,,,,
4,0,Minister of Inquiries,Kaladesh,57,Near Mint,English,,,,,,,,
1,0,Mire's Toll,Duel Decks: Nissa vs. Ob Nixilis,55,Near Mint,English,,,,,,,,0
1,0,Mirrorwing Dragon,Eldritch Moon,136,Mint,English,,,,,,,,0
3,0,Mockery of Nature,Eldritch Moon,10,Near Mint,English,,,,,,,,
4,0,Moldgraf Scavenger,Shadows over Innistrad,218,Near Mint,English,,,,,,,,0
1,0,Monstrous Onslaught,Aether Revolt,116,Near Mint,English,,,,,,,,
1,0,Moonlight Hunt,Shadows over Innistrad,219,Near Mint,English,,,,,,,,
1,0,Moorland Drifter,Shadows over Innistrad,27,Near Mint,English,,,,,,,,
1,0,Morbid Curiosity,Kaladesh,94,Near Mint,English,,,,,,,,
2,0,Morkrut Necropod,Shadows over Innistrad,125,Near Mint,English,,,,,,,,0
1,0,Mosswort Bridge,Duel Decks: Nissa vs. Ob Nixilis,29,Near Mint,English,,,,,,,,0
1,0,Mountain,Scars of Mirrodin,243,Near Mint,English,,,,,,,,0
1,0,Mountain,Battle for Zendikar,267,Near Mint,English,,,,,,,,0
8,0,Mountain,Shadows over Innistrad,292,Near Mint,English,,,,,,,,
11,0,Mountain,Shadows over Innistrad,293,Near Mint,English,,,,,,,,0
7,0,Mountain,Shadows over Innistrad,294,Near Mint,English,,,,,,,,0
13,0,Mountain,Kaladesh,259,Near Mint,English,,,,,,,,
3,0,Mountain,Kaladesh,260,Near Mint,English,,,,,,,,0
3,0,Mountain,Kaladesh,261,Near Mint,English,,,,,,,,0
1,0,Mournwillow,Eldritch Moon,187,Near Mint,English,,,,,,,,
1,0,Multiform Wonder,Kaladesh,223,Near Mint,English,foil,,,,,,,0
1,0,Multiform Wonder,Kaladesh,223,Near Mint,English,,,,,,,,
2,0,Murder,Eldritch Moon,97,Near Mint,English,,,,,,,,0
2,0,Murderer's Axe,Shadows over Innistrad,259,Near Mint,English,,,,,,,,
1,0,Murderous Compulsion,Shadows over Innistrad,126,Near Mint,English,,,,,,,,
2,0,Nagging Thoughts,Shadows over Innistrad,74,Near Mint,English,,,,,,,,0
1,0,Nahiri's Machinations,Shadows over Innistrad,28,Near Mint,English,,,,,,,,0
7,0,Narnam Cobra,Kaladesh,224,Near Mint,English,,,,,,,,
1,0,Narnam Renegade,Aether Revolt,117,Near Mint,English,foil,,,,,,,0
1,0,Nath of the Gilt-Leaf,Commander 2016,213,Near Mint,English,,,,,,,,0
1,0,Natural Connection,Duel Decks: Nissa vs. Ob Nixilis,13,Near Mint,English,,,,,,,,0
1,0,Natural Obsolescence,Aether Revolt,118,Near Mint,English,,,,,,,,
3,0,Nature's Way,Kaladesh,162,Near Mint,English,,,,,,,,
1,0,Nearheath Chaplain,Shadows over Innistrad,29,Near Mint,English,,,,,,,,
5,0,Nebelgast Herald,Eldritch Moon,71,Near Mint,English,,,,,,,,
1,0,Negate,Aether Revolt,40,Near Mint,English,,,,,,,,
1,0,Neglected Heirloom,Shadows over Innistrad,260,Near Mint,English,,,,,,,,
4,0,Nephalia Academy,Eldritch Moon,205,Near Mint,English,,,,,,,,0
1,0,Niblis of Dusk,Shadows over Innistrad,76,Near Mint,English,,,,,,,,0
1,0,Night Market Aeronaut,Aether Revolt,67,Near Mint,English,,,,,,,,
5,0,Night Market Lookout,Kaladesh,95,Near Mint,English,,,,,,,,
4,0,Nimble Innovator,Kaladesh,58,Near Mint,English,,,,,,,,
4,0,Ninth Bridge Patrol,Kaladesh,22,Near Mint,English,,,,,,,,
1,0,Nissa's Chosen,Duel Decks: Nissa vs. Ob Nixilis,14,Near Mint,English,,,,,,,,0
1,0,"Nissa, Vital Force",Kaladesh,163,Near Mint,English,,,,,,,,
1,0,"Nissa, Voice of Zendikar",Duel Decks: Nissa vs. Ob Nixilis,1,Near Mint,English,,,,,,,,0
2,0,Noose Constrictor,Eldritch Moon,164,Near Mint,English,,,,,,,,
2,0,Not Forgotten,Shadows over Innistrad,30,Near Mint,English,,,,,,,,
1,0,Oakgnarl Warrior,Duel Decks: Nissa vs. Ob Nixilis,15,Near Mint,English,,,,,,,,0
1,0,Oath of Liliana,Eldritch Moon,99,Near Mint,English,,,,,,,,
1,0,Ob Nixilis Reignited,Duel Decks: Nissa vs. Ob Nixilis,36,Near Mint,English,,,,,,,,0
2,0,Obsessive Skinner,Shadows over Innistrad,220,Near Mint,English,,,,,,,,0
4,0,Olivia's Bloodsworn,Shadows over Innistrad,127,Near Mint,English,,,,,,,,
2,0,Olivia's Dragoon,Eldritch Moon,100,Near Mint,English,,,,,,,,0
1,0,Olivia's Dragoon,Eldritch Moon,100,Near Mint,English,foil,,,,,,,0
3,0,"Olivia, Mobilized for War",Shadows over Innistrad,248,Near Mint,English,,,,,,,,
1,0,Opulent Palace,Commander 2016,313,Near Mint,English,,,,,,,,0
1,0,Oran-Rief Hydra,Duel Decks: Nissa vs. Ob Nixilis,16,Near Mint,English,,,,,,,,0
1,0,Oran-Rief Invoker,Duel Decks: Nissa vs. Ob Nixilis,17,Near Mint,English,,,,,,,,0
8,0,Ornamental Courage,Kaladesh,164,Near Mint,English,,,,,,,,
8,0,Otherworldly Outburst,Eldritch Moon,138,Near Mint,English,,,,,,,,0
4,0,Ovalchase Dragster,Kaladesh,225,Near Mint,English,,,,,,,,
1,0,"Oviya Pashiri, Sage Lifecrafter",Prerelease Events: Kaladesh,165,Near Mint,English,foil,,,,,,,0
1,0,Pacification Array,Aether Revolt,168,Near Mint,English,,,,,,,,
1,0,Pack Guardian,Shadows over Innistrad,221,Near Mint,English,,,,,,,,
2,0,Panharmonicon,Kaladesh,226,Near Mint,English,,,,,,,,
1,0,Paranoid Parish-Blade,Shadows over Innistrad,33,Near Mint,English,,,,,,,,
1,0,Parting Thoughts,Commander 2016,15,Near Mint,English,,,,,,,,0
1,0,Past in Flames,Commander 2016,131,Near Mint,English,,,,,,,,0
4,0,Peace of Mind,Eldritch Moon,36,Near Mint,English,,,,,,,,
3,0,Peema Outrider,Kaladesh,166,Near Mint,English,,,,,,,,
1,0,Perpetual Timepiece,Kaladesh,227,Near Mint,English,,,,,,,,
1,0,Pestilence Demon,Duel Decks: Nissa vs. Ob Nixilis,56,Near Mint,English,,,,,,,,0
1,0,Pia's Revolution,Aether Revolt,91,Near Mint,English,,,,,,,,
1,0,Pieces of the Puzzle,Shadows over Innistrad,78,Near Mint,English,,,,,,,,0
1,0,Plains,Return to Ravnica,251,Near Mint,English,,,,,,,,0
2,0,Plains,Magic 2015 Core Set,250,Near Mint,English,,,,,,,,0
7,0,Plains,Shadows over Innistrad,283,Near Mint,English,,,,,,,,0
5,0,Plains,Shadows over Innistrad,284,Near Mint,English,,,,,,,,0
8,0,Plains,Shadows over Innistrad,285,Near Mint,English,,,,,,,,
5,0,Plains,Kaladesh,250,Near Mint,English,,,,,,,,0
6,0,Plains,Kaladesh,251,Near Mint,English,,,,,,,,0
3,0,Plains,Kaladesh,252,Near Mint,English,,,,,,,,
2,0,Prakhata Club Security,Kaladesh,98,Near Mint,English,,,,,,,,
2,0,Prakhata Pillar-Bug,Kaladesh,228,Near Mint,English,,,,,,,,
2,0,Press for Answers,Shadows over Innistrad,80,Near Mint,English,,,,,,,,
4,0,Pressure Point,Kaladesh,23,Near Mint,English,,,,,,,,
4,0,Prey Upon,Eldritch Moon,166,Near Mint,English,,,,,,,,0
1,0,Prey Upon,Aether Revolt,120,Near Mint,English,,,,,,,,
1,0,Priest of the Blood Rite,Duel Decks: Nissa vs. Ob Nixilis,57,Near Mint,English,,,,,,,,0
5,0,Primal Druid,Eldritch Moon,167,Near Mint,English,,,,,,,,0
4,0,Prized Amalgam,Shadows over Innistrad,249,Near Mint,English,,,,,,,,
1,0,Prizefighter Construct,Aether Revolt,172,Near Mint,English,,,,,,,,
2,0,Propeller Pioneer,Kaladesh,24,Near Mint,English,,,,,,,,
8,0,Prophetic Prism,Kaladesh,229,Near Mint,English,,,,,,,,
7,0,Prophetic Ravings,Eldritch Moon,139,Near Mint,English,,,,,,,,
1,0,Providence,Eldritch Moon,37,Near Mint,English,foil,,,,,,,0
2,0,Prying Questions,Eldritch Moon,101,Near Mint,English,,,,,,,,
3,0,Puncturing Light,Shadows over Innistrad,35,Near Mint,English,,,,,,,,0
2,0,Quest for the Gravelord,Duel Decks: Nissa vs. Ob Nixilis,58,Near Mint,English,,,,,,,,0
2,0,Quicksmith Genius,Kaladesh,125,Near Mint,English,,,,,,,,
1,0,Quicksmith Spy,Aether Revolt,41,Near Mint,English,,,,,,,,
1,0,Quilled Wolf,Shadows over Innistrad,222,Near Mint,English,,,,,,,,
2,0,Rabid Bite,Shadows over Innistrad,223,Near Mint,English,,,,,,,,0
1,0,Rakdos Carnarium,Commander 2016,315,Near Mint,English,,,,,,,,0
1,0,Rakdos Charm,Commander 2016,218,Near Mint,English,,,,,,,,0
1,0,Rakdos Signet,Commander 2016,268,Near Mint,English,,,,,,,,0
1,0,"Rashmi, Eternities Crafter",Kaladesh,184,Near Mint,English,,,,,,,,
1,0,Ravenous Bloodseeker,Media Inserts,115,Near Mint,English,foil,,,,,,,0
4,0,Ravenous Bloodseeker,Shadows over Innistrad,175,Near Mint,English,,,,,,,,
7,0,Reckless Fireweaver,Kaladesh,126,Near Mint,English,,,,,,,,
1,0,Reckless Racer,Aether Revolt,95,Near Mint,English,,,,,,,,
1,0,Reduce to Ashes,Shadows over Innistrad,176,Near Mint,English,,,,,,,,
1,0,Reforge the Soul,Commander 2016,132,Near Mint,English,,,,,,,,0
3,0,Refurbish,Kaladesh,25,Near Mint,English,,,,,,,,
1,0,Reliquary Tower,Commander 2016,316,Near Mint,English,,,,,,,,0
1,0,Renegade Demon,Duel Decks: Nissa vs. Ob Nixilis,59,Near Mint,English,,,,,,,,0
4,0,Renegade Freighter,Kaladesh,230,Near Mint,English,,,,,,,,
4,0,Renegade Tactics,Kaladesh,127,Near Mint,English,,,,,,,,
2,0,Repel the Abominable,Eldritch Moon,38,Near Mint,English,,,,,,,,
1,0,Repel the Abominable,Eldritch Moon,38,Mint,English,foil,,,,,,,0
1,0,Reservoir Walker,Aether Revolt,174,Near Mint,English,,,,,,,,
1,0,Resourceful Return,Aether Revolt,70,Near Mint,English,,,,,,,,
1,0,Restoration Gearsmith,Kaladesh,185,Near Mint,English,,,,,,,,
5,0,Revoke Privileges,Kaladesh,26,Near Mint,English,,,,,,,,
4,0,Revolutionary Rebuff,Kaladesh,61,Near Mint,English,,,,,,,,
1,0,Ridgescale Tusker,Aether Revolt,121,Near Mint,English,,,,,,,,
7,0,Riparian Tiger,Kaladesh,167,Near Mint,English,,,,,,,,
1,0,Rise from the Grave,Eldritch Moon,102,Near Mint,English,,,,,,,,
1,0,Rise from the Tides,Shadows over Innistrad,83,Near Mint,English,,,,,,,,
1,0,Rogue Refiner,Aether Revolt,135,Near Mint,English,,,,,,,,
3,0,Root Out,Shadows over Innistrad,224,Near Mint,English,,,,,,,,
2,0,Rottenheart Ghoul,Shadows over Innistrad,132,Near Mint,English,,,,,,,,
1,0,Rugged Highlands,Commander 2016,318,Near Mint,English,,,,,,,,0
2,0,Ruinous Gremlin,Kaladesh,128,Near Mint,English,,,,,,,,
1,0,Runaway Carriage,Shadows over Innistrad,261,Near Mint,English,,,,,,,,
1,0,Runehorn Hellkite,Commander 2016,20,Near Mint,English,,,,,,,,0
1,0,Rupture Spire,Commander 2016,319,Near Mint,English,,,,,,,,0
1,0,Rush of Adrenaline,Shadows over Innistrad,177,Near Mint,English,,,,,,,,
4,0,Rush of Vitality,Kaladesh,99,Near Mint,English,,,,,,,,
3,0,Ruthless Disposal,Eldritch Moon,103,Near Mint,English,,,,,,,,
1,0,Saddleback Lagac,Duel Decks: Nissa vs. Ob Nixilis,18,Near Mint,English,,,,,,,,0
3,0,Sage of Shaila's Claim,Kaladesh,168,Near Mint,English,,,,,,,,
1,0,Saheeli Rai,Kaladesh,186,Near Mint,English,,,,,,,,
4,0,Salivating Gremlins,Kaladesh,129,Near Mint,English,,,,,,,,
4,0,Sanctum of Ugin,Battle for Zendikar,242,Near Mint,English,,,,,,,,
1,0,Sangromancer,Commander 2016,116,Near Mint,English,,,,,,,,0
2,0,Sanguinary Mage,Shadows over Innistrad,178,Near Mint,English,,,,,,,,0
1,0,Sanitarium Skeleton,Shadows over Innistrad,133,Near Mint,English,,,,,,,,
1,0,Satyr Wayfinder,Commander 2016,165,Near Mint,English,,,,,,,,0
2,0,Savage Alliance,Eldritch Moon,140,Near Mint,English,,,,,,,,
1,0,Savage Lands,Commander 2016,321,Near Mint,English,,,,,,,,0
2,0,Scour the Laboratory,Eldritch Moon,73,Near Mint,English,,,,,,,,
1,0,Scrap Trawler,Aether Revolt,175,Near Mint,English,,,,,,,,
3,0,Scrapheap Scrounger,Kaladesh,231,Near Mint,English,,,,,,,,0
1,0,Scrounging Bandar,Aether Revolt,124,Near Mint,English,,,,,,,,
2,0,Scythe Leopard,Duel Decks: Nissa vs. Ob Nixilis,19,Near Mint,English,,,,,,,,0
1,0,Seagraf Skaab,Shadows over Innistrad,84,Near Mint,English,,,,,,,,0
1,0,Seek the Horizon,Duel Decks: Nissa vs. Ob Nixilis,20,Near Mint,English,,,,,,,,0
2,0,Select for Inspection,Kaladesh,63,Near Mint,English,,,,,,,,
4,0,Self-Assembler,Kaladesh,232,Near Mint,English,,,,,,,,
4,0,Senseless Rage,Shadows over Innistrad,180,Near Mint,English,,,,,,,,0
2,0,Sequestered Stash,Kaladesh,248,Near Mint,English,,,,,,,,
1,0,Servant of the Conduit,Kaladesh,169,Near Mint,English,,,,,,,,
1,0,Servo Exhibition,Kaladesh,27,Near Mint,English,,,,,,,,
1,0,Shadowblood Ridge,Commander 2016,325,Near Mint,English,,,,,,,,0
1,0,Shadows of the Past,Duel Decks: Nissa vs. Ob Nixilis,60,Near Mint,English,,,,,,,,0
2,0,Shamble Back,Shadows over Innistrad,134,Near Mint,English,,,,,,,,0
4,0,Shard of Broken Glass,Shadows over Innistrad,262,Near Mint,English,,,,,,,,
2,0,Shock,Aether Revolt,98,Near Mint,English,,,,,,,,
3,0,Shreds of Sanity,Eldritch Moon,141,Near Mint,English,,,,,,,,0
1,0,Shrewd Negotiation,Kaladesh,64,Near Mint,English,,,,,,,,
3,0,Shrill Howler,Eldritch Moon,168,Near Mint,English,,,,,,,,
1,0,Sigarda's Aid,Eldritch Moon,41,Near Mint,English,,,,,,,,
7,0,Sigardian Priest,Eldritch Moon,42,Near Mint,English,,,,,,,,
1,0,Silburlind Snapper,Shadows over Innistrad,85,Near Mint,English,,,,,,,,
1,0,Silkweaver Elite,Aether Revolt,125,Near Mint,English,,,,,,,,
2,0,Silverstrike,Shadows over Innistrad,37,Near Mint,English,,,,,,,,
1,0,Simic Growth Chamber,Commander 2016,326,Near Mint,English,,,,,,,,0
1,0,Simic Signet,Commander 2016,270,Near Mint,English,,,,,,,,0
1,0,Sinister Concoction,Shadows over Innistrad,135,Near Mint,English,,,,,,,,0
1,0,Skin Invasion,Shadows over Innistrad,182,Near Mint,English,,,,,,,,0
1,0,Skirsdag Supplicant,Eldritch Moon,104,Near Mint,English,,,,,,,,
3,0,Sky Skiff,Kaladesh,233,Near Mint,English,,,,,,,,
1,0,Skyship Stalker,Kaladesh,130,Near Mint,English,,,,,,,,
6,0,Skyswirl Harrier,Kaladesh,28,Near Mint,English,,,,,,,,
2,0,Slayer's Cleaver,Eldritch Moon,198,Near Mint,English,,,,,,,,0
1,0,Sleep Paralysis,Shadows over Innistrad,87,Near Mint,English,,,,,,,,
2,0,Smallpox,Duel Decks: Nissa vs. Ob Nixilis,61,Near Mint,English,,,,,,,,0
4,0,Smoldering Werewolf,Eldritch Moon,142,Near Mint,English,,,,,,,,
1,0,Smuggler's Copter,Kaladesh,235,Near Mint,English,,,,,,,,
1,0,Snare Thopter,Kaladesh,236,Near Mint,English,,,,,,,,
1,0,Sol Ring,Commander 2016,272,Near Mint,English,,,,,,,,0
3,0,Solitary Hunter,Shadows over Innistrad,229,Near Mint,English,,,,,,,,0
6,0,Somberwald Stag,Eldritch Moon,169,Near Mint,English,,,,,,,,
2,0,Soul Separator,Eldritch Moon,199,Near Mint,English,,,,,,,,
1,0,Soul Swallower,Intro Pack Alternate Art,33,Near Mint,English,foil,,,,,,,0
1,0,Spark of Creativity,Kaladesh,131,Near Mint,English,,,,,,,,
5,0,Spectral Reserves,Eldritch Moon,43,Near Mint,English,,,,,,,,
2,0,Speedway Fanatic,Kaladesh,132,Near Mint,English,,,,,,,,
1,0,Spell Queller,Eldritch Moon,189,Near Mint,English,,,,,,,,
1,0,Spellheart Chimera,Commander 2016,222,Near Mint,English,,,,,,,,0
1,0,Spelltwine,Commander 2016,97,Near Mint,English,,,,,,,,0
3,0,Spider,Extras: Eldritch Moon,8,Near Mint,English,,,,,,,,0
1,0,Spirebluff Canal,Kaladesh,249,Near Mint,English,,,,,,,,
8,0,Spireside Infiltrator,Kaladesh,133,Near Mint,English,,,,,,,,
9,0,Spirit,Extras: Shadows over Innistrad,3,Near Mint,English,,,,,,,,0
1,0,Spirit of the Hunt,Eldritch Moon,170,Near Mint,English,,,,,,,,
3,0,Spontaneous Artist,Kaladesh,134,Near Mint,English,,,,,,,,
